Model_name	Symbol	Full Name	Short_description	sample_1	sample_2	value_1	value_2	log2(fold_change)	q_value
AT4G39070.1	BBX20	B-box domain protein 20	B-box zinc finger family protein	GFP-BRC1	brc1 k.o.	5.15057	10.1105	0.973054	0.000421383
AT3G27880.1			Protein of unknown function (DUF1645)	GFP-BRC1	brc1 k.o.	6.05893	11.8914	0.972785	0.000421383
AT1G50280.1			Phototropic-responsive NPH3 family protein	GFP-BRC1	brc1 k.o.	1.82126	3.57159	0.971626	0.000421383
AT1G63840.1			RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	10.9104	21.3932	0.971442	0.000421383
AT4G32280.1	IAA29	indole-3-acetic acid inducible 29	indole-3-acetic acid inducible 29	GFP-BRC1	brc1 k.o.	0.928828	1.82096	0.971218	0.01595
AT4G06536.1			SPla/RYanodine receptor (SPRY) domain-containing protein	GFP-BRC1	brc1 k.o.	2.63159	5.15853	0.971024	0.00927865
AT1G02900.1	ATRALF1	RAPID ALKALINIZATION FACTOR 1	rapid alkalinization factor 1	GFP-BRC1	brc1 k.o.	36.5774	71.6765	0.970548	0.000421383
AT4G29700.1			Alkaline-phosphatase-like family protein	GFP-BRC1	brc1 k.o.	10.6316	20.8225	0.96978	0.000421383
AT1G53885.1			Protein of unknown function (DUF581)	GFP-BRC1	brc1 k.o.	2.58563	5.06277	0.969414	0.00335873
AT5G64410.1	ATOPT4	ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 4	oligopeptide transporter 4	GFP-BRC1	brc1 k.o.	3.71978	7.27897	0.968515	0.000421383
AT2G38180.1			SGNH hydrolase-type esterase superfamily protein	GFP-BRC1	brc1 k.o.	11.1321	21.7496	0.966266	0.000421383
AT3G21720.1	ICL	isocitrate lyase	isocitrate lyase	GFP-BRC1	brc1 k.o.	3.29348	6.43309	0.965901	0.000421383
AT1G04500.1			CCT motif family protein	GFP-BRC1	brc1 k.o.	0.433497	0.846707	0.965841	0.0259939
AT3G14050.1	AT-RSH2	RELA-SPOT HOMOLOG 2	RELA/SPOT homolog 2	GFP-BRC1	brc1 k.o.	16.1808	31.6037	0.965811	0.000421383
AT3G06500.1	A/N-InvC	alkaline/neutral invertase C	Plant neutral invertase family protein	GFP-BRC1	brc1 k.o.	13.1252	25.6291	0.965446	0.000421383
AT5G01490.1	ATCAX4		cation exchanger 4	GFP-BRC1	brc1 k.o.	1.46428	2.85901	0.965324	0.000800238
AT3G52710.1				GFP-BRC1	brc1 k.o.	6.60829	12.8969	0.964676	0.000421383
AT1G70950.1			TPX2 (targeting protein for Xklp2) protein family	GFP-BRC1	brc1 k.o.	2.19322	4.28028	0.964655	0.000421383
AT5G44680.1			DNA glycosylase superfamily protein	GFP-BRC1	brc1 k.o.	24.1246	47.042	0.963447	0.000421383
AT3G23480.1			Cyclopropane-fatty-acyl-phospholipid synthase	GFP-BRC1	brc1 k.o.	0.870936	1.69825	0.96341	0.000421383
AT5G44020.1			HAD superfamily, subfamily IIIB acid phosphatase 	GFP-BRC1	brc1 k.o.	248.297	484.1	0.963238	0.000421383
AT4G11521.1			Receptor-like protein kinase-related family protein	GFP-BRC1	brc1 k.o.	2.01567	3.92854	0.962733	0.000421383
AT4G33720.1			CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein	GFP-BRC1	brc1 k.o.	2.34616	4.57188	0.962485	0.00149465
AT1G32950.1			Subtilase family protein	GFP-BRC1	brc1 k.o.	0.339836	0.661867	0.961705	0.010281
AT1G77145.1			Protein of unknown function (DUF506) 	GFP-BRC1	brc1 k.o.	1.03131	2.00823	0.961442	0.00803027
AT2G26980.4	CIPK3	CBL-interacting protein kinase 3	CBL-interacting protein kinase 3	GFP-BRC1	brc1 k.o.	8.401826	16.35824	0.961242722	0.000421383
AT2G42320.2			nucleolar protein gar2-related	GFP-BRC1	brc1 k.o.	7.07682	13.76625	0.959962485	0.000421383
AT1G52750.1			alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	2.39615	4.66011	0.95965	0.000421383
AT3G25610.1			ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein	GFP-BRC1	brc1 k.o.	4.81964	9.37157	0.959366	0.000421383
AT1G22250.1				GFP-BRC1	brc1 k.o.	11.3073	21.9814	0.959036	0.000421383
AT1G73300.1	scpl2	serine carboxypeptidase-like 2	serine carboxypeptidase-like 2	GFP-BRC1	brc1 k.o.	0.921631	1.7898	0.957541	0.00214461
AT2G45180.1			Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	GFP-BRC1	brc1 k.o.	1691.56	3284.87	0.957483	0.000421383
AT5G13150.1	ATEXO70C1	exocyst subunit exo70 family protein C1	exocyst subunit exo70 family protein C1	GFP-BRC1	brc1 k.o.	0.740111	1.43646	0.956699	0.000800238
AT1G70290.1	ATTPS8		trehalose-6-phosphatase synthase S8	GFP-BRC1	brc1 k.o.	14.0763	27.305	0.955892	0.000421383
AT4G33330.1	GUX2	glucuronic acid substitution of xylan 2	plant glycogenin-like starch initiation protein 3 (PGSIP3)	GFP-BRC1	brc1 k.o.	0.410798	0.796622	0.955464	0.0119796
AT5G40850.2	UPM1	urophorphyrin methylase 1	urophorphyrin methylase 1	GFP-BRC1	brc1 k.o.	49.18185	95.3666	0.95535808	0.000421383
AT4G29310.1			Protein of unknown function (DUF1005)	GFP-BRC1	brc1 k.o.	8.1232	15.7506	0.955289	0.000421383
AT3G47960.1	GTR1	GLUCOSINOLATE TRANSPORTER-1	Major facilitator superfamily protein	GFP-BRC1	brc1 k.o.	12.8831	24.9733	0.95491	0.000421383
AT4G14940.1	AO1	amine oxidase 1	amine oxidase 1	GFP-BRC1	brc1 k.o.	1.4728	2.85409	0.954474	0.000421383
AT1G16420.1	ATMC8	ARABIDOPSIS THALIANA METACASPASE 8	metacaspase 8	GFP-BRC1	brc1 k.o.	0.561803	1.08854	0.954256	0.0241956
AT4G38340.1			Plant regulator RWP-RK family protein	GFP-BRC1	brc1 k.o.	0.38271	0.741399	0.953998	0.0403617
AT3G54000.2				GFP-BRC1	brc1 k.o.	0.606311	1.17456	0.953987	0.00560331
AT4G01140.1			Protein of unknown function (DUF1191)	GFP-BRC1	brc1 k.o.	1.56488	3.03096	0.953723	0.000800238
AT3G23880.1			F-box and associated interaction domains-containing protein	GFP-BRC1	brc1 k.o.	2.66777	5.16631	0.953499	0.000421383
AT4G23220.1	CRK14	cysteine-rich RLK (RECEPTOR-like protein kinase) 14	cysteine-rich RLK (RECEPTOR-like protein kinase) 14	GFP-BRC1	brc1 k.o.	1.83295	3.54957	0.953474	0.000421383
AT4G02700.1	SULTR3		sulfate transporter 3;2	GFP-BRC1	brc1 k.o.	1.34481	2.60419	0.953434	0.000421383
AT1G14070.1	FUT7	fucosyltransferase 7	fucosyltransferase 7	GFP-BRC1	brc1 k.o.	3.26229	6.31651	0.953245	0.000421383
AT2G29320.1			NAD(P)-binding Rossmann-fold superfamily protein	GFP-BRC1	brc1 k.o.	6.61593	12.8031	0.952482	0.000421383
AT3G26200.1	CYP71B22	cytochrome P450, family 71, subfamily B, polypeptide 22	cytochrome P450, family 71, subfamily B, polypeptide 22	GFP-BRC1	brc1 k.o.	1.96563	3.80366	0.952396	0.000421383
AT4G29110.1				GFP-BRC1	brc1 k.o.	3.48424	6.73979	0.951861	0.000421383
AT2G30250.1	ATWRKY25		WRKY DNA-binding protein 25	GFP-BRC1	brc1 k.o.	9.40418	18.1868	0.951515	0.000421383
AT1G19840.1			SAUR-like auxin-responsive protein family 	GFP-BRC1	brc1 k.o.	2.2816	4.41214	0.95143	0.0195579
AT2G01890.2	ATPAP8	PURPLE ACID PHOSPHATASE 8	purple acid phosphatase 8	GFP-BRC1	brc1 k.o.	6.74253	13.0385	0.951415965	0.000421383
AT1G29300.1	UNE1	unfertilized embryo sac 1	Plant protein of unknown function (DUF641)	GFP-BRC1	brc1 k.o.	2.94444	5.69111	0.950717	0.000421383
AT1G18010.1			Major facilitator superfamily protein	GFP-BRC1	brc1 k.o.	5.0262	9.7115	0.950225	0.000421383
AT1G52270.1				GFP-BRC1	brc1 k.o.	9.74327	18.8199	0.949779	0.000421383
AT3G53420.2	AtPIP2		plasma membrane intrinsic protein 2A	GFP-BRC1	brc1 k.o.	61.77815	119.323	0.949703581	0.000421383
AT5G15265.1				GFP-BRC1	brc1 k.o.	6.94015	13.4016	0.94937	0.000421383
AT5G10430.1	AGP4	arabinogalactan protein 4	arabinogalactan protein 4	GFP-BRC1	brc1 k.o.	29.3862	56.7254	0.948857	0.000421383
AT1G06520.1	ATGPAT1	GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1	glycerol-3-phosphate acyltransferase 1	GFP-BRC1	brc1 k.o.	0.504789	0.973767	0.947896	0.007226
AT5G24580.1			Heavy metal transport/detoxification superfamily protein 	GFP-BRC1	brc1 k.o.	1.04603	2.01731	0.947513	0.00335873
AT5G50560.1			Protein of unknown function (DUF 3339)	GFP-BRC1	brc1 k.o.	9.17078	17.6855	0.947451	0.000421383
AT3G28070.2	UMAMIT46	Usually multiple acids move in and out Transporters 46	nodulin MtN21 /EamA-like transporter family protein	GFP-BRC1	brc1 k.o.	1.33483	2.574053333	0.94738593	0.000421383
AT3G52400.1	ATSYP122		syntaxin of plants 122	GFP-BRC1	brc1 k.o.	17.5131	33.7714	0.94737	0.000421383
AT2G32010.1	CVL1	CVP2 like 1	CVP2 like 1	GFP-BRC1	brc1 k.o.	1.587155	3.057415	0.945869363	0.000421383
AT2G18650.1	MEE16	maternal effect embryo arrest 16	RING/U-box superfamily protein	GFP-BRC1	brc1 k.o.	1.97521	3.80488	0.945841	0.000421383
AT1G18382.1			other RNA	GFP-BRC1	brc1 k.o.	14.5662	28.0583	0.945799	0.017814
AT2G16380.1			Sec14p-like phosphatidylinositol transfer family protein	GFP-BRC1	brc1 k.o.	6.94697	13.3811	0.945744	0.000421383
AT5G46140.1			Protein of unknown function (DUF295)	GFP-BRC1	brc1 k.o.	0.679685	1.30893	0.94545	0.0138816
AT2G37670.1			Transducin/WD40 repeat-like superfamily protein	GFP-BRC1	brc1 k.o.	0.416802	0.802664	0.945436	0.00695673
AT3G26165.1	CYP71B18	cytochrome P450, family 71, subfamily B, polypeptide 18		GFP-BRC1	brc1 k.o.	2.23919	4.31207	0.945406	0.000421383
AT1G55120.1	AtcwINV3	6-fructan exohydrolase	beta-fructofuranosidase 5 (FRUCT5)	GFP-BRC1	brc1 k.o.	0.979403333	1.885823333	0.945219517	0.000800238
AT3G16530.1			Legume lectin family protein	GFP-BRC1	brc1 k.o.	147.844	284.634	0.945028	0.000421383
AT5G41900.1			alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	3.35874	6.46357	0.944412	0.000421383
AT4G22710.1	CYP706A2	cytochrome P450, family 706, subfamily A, polypeptide 2	cytochrome P450, family 706, subfamily A, polypeptide 2	GFP-BRC1	brc1 k.o.	30.596	58.843	0.943526	0.000421383
AT5G64120.1	AtPRX71		Peroxidase superfamily protein	GFP-BRC1	brc1 k.o.	197.089	378.994	0.943327	0.000421383
AT1G18330.1	EPR1	EARLY-PHYTOCHROME-RESPONSIVE1	Homeodomain-like superfamily protein	GFP-BRC1	brc1 k.o.	2.188075	4.207565	0.943323369	0.000421383
AT2G48140.1	EDA4	embryo sac development arrest 4	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	GFP-BRC1	brc1 k.o.	4.807	9.240725	0.942869242	0.000421383
AT5G10250.1	DOT3	DEFECTIVELY ORGANIZED TRIBUTARIES 3	Phototropic-responsive NPH3 family protein	GFP-BRC1	brc1 k.o.	0.734126	1.41118	0.942804	0.00245852
AT2G05940.1	RIPK	RPM1-induced protein kinase	Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	9.01741	17.332	0.942651	0.000421383
AT3G03500.1			TatD related DNase	GFP-BRC1	brc1 k.o.	4.15522	7.98266	0.941945	0.000421383
AT4G16940.1			Disease resistance protein (TIR-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	2.66274	5.11519	0.941874	0.000421383
AT5G44110.1	ABCI21	ATP-binding cassette A21	P-loop containing nucleoside triphosphate hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	9.159953333	17.5961	0.941843552	0.000421383
AT1G59870.1	ABCG36	ATP-binding cassette G36	ABC-2 and Plant PDR ABC-type transporter family protein	GFP-BRC1	brc1 k.o.	126.525	243.029	0.941704	0.000421383
AT3G14470.1			NB-ARC domain-containing disease resistance protein	GFP-BRC1	brc1 k.o.	1.82743	3.5096	0.94149	0.000421383
AT3G07720.1			Galactose oxidase/kelch repeat superfamily protein	GFP-BRC1	brc1 k.o.	51.4311	98.7561	0.941229	0.000421383
AT5G06930.1				GFP-BRC1	brc1 k.o.	2.24254	4.30557	0.94107	0.000421383
AT5G22310.1				GFP-BRC1	brc1 k.o.	2.36266	4.53526	0.940771	0.000421383
AT5G24640.1				GFP-BRC1	brc1 k.o.	2.3212	4.45496	0.940543	0.01595
AT1G54820.1			Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	6.32583	12.1376	0.940154	0.000421383
AT1G66830.1			Leucine-rich repeat protein kinase family protein	GFP-BRC1	brc1 k.o.	0.56168	1.07753	0.939901	0.00306362
AT4G04570.2	CRK40	cysteine-rich RLK (RECEPTOR-like protein kinase) 40	cysteine-rich RLK (RECEPTOR-like protein kinase) 40	GFP-BRC1	brc1 k.o.	7.400035	14.18455	0.938716383	0.000421383
AT2G15620.1	ATHNIR	ARABIDOPSIS THALIANA NITRITE REDUCTASE	nitrite reductase 1	GFP-BRC1	brc1 k.o.	191.649	367.288	0.93845	0.000421383
AT4G21215.1				GFP-BRC1	brc1 k.o.	5.972505	11.4455	0.938372427	0.000421383
AT5G03350.1			Legume lectin family protein	GFP-BRC1	brc1 k.o.	1.644	3.15029	0.938279	0.00335873
AT3G58710.1	ATWRKY69	RABIDOPSIS THALIANA WRKY DNA-BINDING PROTEIN 69	WRKY DNA-binding protein 69	GFP-BRC1	brc1 k.o.	3.0014	5.749595	0.937824735	0.000421383
AT5G47910.1	ATRBOHD		respiratory burst oxidase homologue D	GFP-BRC1	brc1 k.o.	16.9732	32.5103	0.937636	0.000421383
AT5G62340.1			Plant invertase/pectin methylesterase inhibitor superfamily protein	GFP-BRC1	brc1 k.o.	7.37566	14.1258	0.937492	0.000421383
AT3G62860.1			alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	6.47027	12.3878	0.937017	0.000421383
AT4G23270.1	CRK19	cysteine-rich RLK (RECEPTOR-like protein kinase) 19	cysteine-rich RLK (RECEPTOR-like protein kinase) 19	GFP-BRC1	brc1 k.o.	18.0474	34.5457	0.936711	0.000421383
AT4G37310.1	CYP81H1	cytochrome P450, family 81, subfamily H, polypeptide 1	cytochrome P450, family 81, subfamily H, polypeptide 1	GFP-BRC1	brc1 k.o.	4.9213	9.41956	0.936621	0.000421383
AT5G48070.1	ATXTH20	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE 20	xyloglucan endotransglucosylase/hydrolase 20	GFP-BRC1	brc1 k.o.	10.4595	20.0081	0.935776	0.000421383
AT3G07870.1			F-box and associated interaction domains-containing protein	GFP-BRC1	brc1 k.o.	3.94041	7.53769	0.935775	0.000421383
AT2G25780.1			Protein of unknown function (DUF1677)	GFP-BRC1	brc1 k.o.	1.74677	3.34064	0.935437	0.0291742
AT5G40170.1	AtRLP54	receptor like protein 54	receptor like protein 54	GFP-BRC1	brc1 k.o.	10.0282	19.1766	0.935283	0.000421383
AT3G61950.1			basic helix-loop-helix (bHLH) DNA-binding superfamily protein	GFP-BRC1	brc1 k.o.	1.0390035	1.985915	0.934603361	0.000421383
AT2G32390.3	ATGLR3.5	glutamate receptor  3.5	glutamate receptor  3.5	GFP-BRC1	brc1 k.o.	1.187563333	2.26932	0.934255605	0.000421383
AT3G15356.1			Legume lectin family protein	GFP-BRC1	brc1 k.o.	77.2372	147.526	0.933605	0.000421383
AT2G23320.2	AtWRKY15		WRKY DNA-binding protein 15	GFP-BRC1	brc1 k.o.	12.7442	24.34005	0.933491319	0.000421383
AT4G35750.1			SEC14 cytosolic factor family protein / phosphoglyceride transfer family protein	GFP-BRC1	brc1 k.o.	54.3838	103.865	0.933465	0.000421383
AT5G08150.1	SOB5	SUPPRESSOR OF PHYTOCHROME B 5	suppressor of phytochrome b 5	GFP-BRC1	brc1 k.o.	2.94923	5.63175	0.933245	0.00115255
AT2G02680.1			Cysteine/Histidine-rich C1 domain family protein	GFP-BRC1	brc1 k.o.	2.94172	5.61529	0.932703	0.000421383
AT4G38552.1				GFP-BRC1	brc1 k.o.	11.6844	22.2949	0.932128	0.000421383
AT5G43870.1			Plant protein of unknown function (DUF828) with plant pleckstrin homology-like region	GFP-BRC1	brc1 k.o.	5.47282	10.4391	0.931645	0.000421383
AT3G21790.1			UDP-Glycosyltransferase superfamily protein	GFP-BRC1	brc1 k.o.	6.30703	12.0297	0.931563	0.000421383
AT4G26060.1			Ribosomal protein L18ae family	GFP-BRC1	brc1 k.o.	11.3431	21.6327	0.931401	0.000421383
AT5G62310.1	IRE	INCOMPLETE ROOT HAIR ELONGATION	AGC (cAMP-dependent, cGMP-dependent and protein kinase C) kinase family protein	GFP-BRC1	brc1 k.o.	0.62699	1.19568	0.93131	0.000421383
AT3G20340.1				GFP-BRC1	brc1 k.o.	10.5657	20.1345	0.93028	0.000421383
AT1G64400.1	LACS3	long-chain acyl-CoA synthetase 3	AMP-dependent synthetase and ligase family protein	GFP-BRC1	brc1 k.o.	5.48967	10.4565	0.929605	0.000421383
AT5G14070.1	ROXY2		Thioredoxin superfamily protein	GFP-BRC1	brc1 k.o.	2.43732	4.64172	0.929366	0.00507035
AT1G53625.1				GFP-BRC1	brc1 k.o.	14.5425	27.6934	0.929269	0.000421383
AT2G46660.1	CYP78A6	cytochrome P450, family 78, subfamily A, polypeptide 6	cytochrome P450, family 78, subfamily A, polypeptide 6	GFP-BRC1	brc1 k.o.	1.09041	2.07508	0.928291	0.00149465
AT3G46650.1			UDP-Glycosyltransferase superfamily protein	GFP-BRC1	brc1 k.o.	1.06777	2.03041	0.927168	0.010281
AT4G20390.1			Uncharacterised protein family (UPF0497)	GFP-BRC1	brc1 k.o.	10.5813	20.1205	0.927151	0.000421383
AT5G25930.1			Protein kinase family protein with leucine-rich repeat domain	GFP-BRC1	brc1 k.o.	5.99914	11.4065	0.927025	0.000421383
AT4G22690.1	CYP706A1	cytochrome P450, family 706, subfamily A, polypeptide 1	cytochrome P450, family 706, subfamily A, polypeptide 1	GFP-BRC1	brc1 k.o.	58.4912	111.197	0.926832	0.000421383
AT3G03855.1				GFP-BRC1	brc1 k.o.	1.87771	3.56965	0.926806	0.000421383
AT2G36590.1	ATPROT3	PROLINE TRANSPORTER 3	proline transporter 3	GFP-BRC1	brc1 k.o.	2.09519	3.98226	0.926502	0.000421383
AT1G16500.1				GFP-BRC1	brc1 k.o.	3.84656	7.31094	0.926487	0.000421383
AT5G35370.1			S-locus lectin protein kinase family protein	GFP-BRC1	brc1 k.o.	3.55356	6.75269	0.926197	0.000421383
AT1G74460.1			GDSL-like Lipase/Acylhydrolase superfamily protein	GFP-BRC1	brc1 k.o.	10.2928	19.5527	0.925731	0.000421383
AT5G40730.1	AGP24	arabinogalactan protein 24	arabinogalactan protein 24	GFP-BRC1	brc1 k.o.	55.5304	105.452	0.925243	0.000421383
AT5G12950.1			Putative glycosyl hydrolase of unknown function (DUF1680)	GFP-BRC1	brc1 k.o.	16.9047	32.078	0.92416	0.000421383
AT3G50010.1			Cysteine/Histidine-rich C1 domain family protein	GFP-BRC1	brc1 k.o.	1.30025	2.46602	0.923393	0.000421383
AT5G10150.1			Domain of unknown function (DUF966)	GFP-BRC1	brc1 k.o.	4.93263	9.35364	0.923172	0.000421383
AT3G15630.1				GFP-BRC1	brc1 k.o.	50.5224	95.771	0.922665	0.000421383
AT1G33560.1	ADR1	ACTIVATED DISEASE RESISTANCE 1	Disease resistance protein (CC-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	5.8998	11.1773	0.921829	0.000421383
AT4G10350.1	ANAC070	NAC domain containing protein 70	NAC domain containing protein 70	GFP-BRC1	brc1 k.o.	0.971687	1.84086	0.921813	0.01595
AT3G62750.1	BGLU8	beta glucosidase 8	beta glucosidase 8	GFP-BRC1	brc1 k.o.	23.2535	44.0526	0.92178	0.000421383
AT1G08650.1	ATPPCK1	PHOSPHOENOLPYRUVATE CARBOXYLASE KINASE 1	phosphoenolpyruvate carboxylase kinase 1	GFP-BRC1	brc1 k.o.	6.438835	12.19419	0.921322345	0.000421383
AT5G18130.2				GFP-BRC1	brc1 k.o.	3.947145	7.47042	0.920379838	0.000421383
AT1G13650.1				GFP-BRC1	brc1 k.o.	0.963443	1.823245	0.920237217	0.00450729
AT1G17744.1				GFP-BRC1	brc1 k.o.	4.95039	9.36586	0.919871	0.000421383
AT3G45290.1	ATMLO3	MILDEW RESISTANCE LOCUS O 3	Seven transmembrane MLO family protein	GFP-BRC1	brc1 k.o.	2.28624	4.32534	0.919833	0.000421383
AT1G13550.1			Protein of unknown function (DUF1262)	GFP-BRC1	brc1 k.o.	0.4914	0.929441	0.919467	0.042373
AT5G61600.1	ERF104	ethylene response factor 104	ethylene response factor 104	GFP-BRC1	brc1 k.o.	11.7358	22.195	0.919314	0.000421383
AT4G03926.1				GFP-BRC1	brc1 k.o.	644.062	1217.46	0.9186	0.00422758
AT1G15460.1	ATBOR4	ARABIDOPSIS THALIANA REQUIRES HIGH BORON 4	HCO3- transporter family	GFP-BRC1	brc1 k.o.	0.604327	1.14233	0.918573	0.00214461
AT3G01470.1	ATHB-1	homeobox 1	homeobox 1	GFP-BRC1	brc1 k.o.	24.9218	47.1021	0.918382	0.000421383
AT1G28370.1	ATERF11	ERF DOMAIN PROTEIN 11	ERF domain protein 11	GFP-BRC1	brc1 k.o.	1.86322	3.52061	0.918025	0.0100409
AT4G14560.1	AXR5	AUXIN RESISTANT 5	indole-3-acetic acid inducible	GFP-BRC1	brc1 k.o.	7.63503	14.4163	0.916991	0.000421383
AT2G22430.1	ATHB6	homeobox protein 6	homeobox protein 6	GFP-BRC1	brc1 k.o.	61.5994	116.277	0.916572	0.000421383
AT1G25440.1	BBX15	B-box domain protein 15	B-box type zinc finger protein with CCT domain	GFP-BRC1	brc1 k.o.	32.6185	61.5384	0.915795	0.000421383
AT1G02920.1	ATGST11	ARABIDOPSIS GLUTATHIONE S-TRANSFERASE 11	glutathione S-transferase 7	GFP-BRC1	brc1 k.o.	118.073	222.718	0.915542	0.000421383
AT1G47405.1			transposable element gene	GFP-BRC1	brc1 k.o.	1.09193	2.05939	0.915341	0.00827891
AT1G49960.1			Xanthine/uracil permease family protein	GFP-BRC1	brc1 k.o.	2.89417	5.45748	0.915087	0.000421383
AT1G74360.1			Leucine-rich repeat protein kinase family protein	GFP-BRC1	brc1 k.o.	1.8251	3.43853	0.913813	0.000421383
AT5G65980.1			Auxin efflux carrier family protein	GFP-BRC1	brc1 k.o.	0.83584	1.57447	0.913565	0.0117399
AT4G37400.1	CYP81F3	cytochrome P450, family 81, subfamily F, polypeptide 3	cytochrome P450, family 81, subfamily F, polypeptide 3	GFP-BRC1	brc1 k.o.	2.60964	4.91512	0.913372	0.000421383
AT4G25160.1			U-box domain-containing protein kinase family protein	GFP-BRC1	brc1 k.o.	0.432338	0.814279	0.913364	0.00364449
AT2G22200.1			Integrase-type DNA-binding superfamily protein	GFP-BRC1	brc1 k.o.	1.23628	2.32694	0.912423	0.00335873
AT2G14080.1			Disease resistance protein (TIR-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	3.09169	5.81911	0.912404	0.000421383
AT3G22970.1			Protein of unknown function (DUF506) 	GFP-BRC1	brc1 k.o.	6.835205	12.863	0.912170645	0.000421383
AT3G04110.1	ATGLR1.1		glutamate receptor 1.1	GFP-BRC1	brc1 k.o.	4.4415	8.35801	0.912111	0.000421383
AT1G65590.1	ATHEX1		beta-hexosaminidase 3	GFP-BRC1	brc1 k.o.	9.7813	18.4017	0.911742	0.000421383
AT1G31320.1	LBD4	LOB domain-containing protein 4	LOB domain-containing protein 4	GFP-BRC1	brc1 k.o.	5.26524	9.90041	0.910988	0.000421383
AT3G52525.1	ATOFP6	ARABIDOPSIS THALIANA OVATE FAMILY PROTEIN 6	ovate family protein 6	GFP-BRC1	brc1 k.o.	1.57621	2.96328	0.910731	0.00902845
AT5G27350.1	SFP1		Major facilitator superfamily protein	GFP-BRC1	brc1 k.o.	19.3135	36.2902	0.909971	0.000421383
AT2G21210.1			SAUR-like auxin-responsive protein family 	GFP-BRC1	brc1 k.o.	22.8037	42.8346	0.909507	0.000421383
AT2G22990.5	SCPL8	SERINE CARBOXYPEPTIDASE-LIKE 8	sinapoylglucose 1	GFP-BRC1	brc1 k.o.	9.402158333	17.6511	0.908694213	0.000421383
AT5G12880.1			proline-rich family protein	GFP-BRC1	brc1 k.o.	16.1789	30.367	0.90839	0.000421383
AT1G20840.1	AtTMT1		tonoplast monosaccharide transporter1	GFP-BRC1	brc1 k.o.	21.3616	40.0786	0.907813	0.000421383
AT3G11720.3			Polyketide cyclase/dehydrase and lipid transport superfamily protein	GFP-BRC1	brc1 k.o.	2.06564	3.873583333	0.907079934	0.000421383
AT2G21187.2			other RNA	GFP-BRC1	brc1 k.o.	1.35423	2.53908	0.906835	0.040536
AT4G02290.1	AtGH9B13	glycosyl hydrolase 9B13	glycosyl hydrolase 9B13	GFP-BRC1	brc1 k.o.	7.60947	14.2669	0.906802	0.000421383
AT4G37550.2			Acetamidase/Formamidase family protein	GFP-BRC1	brc1 k.o.	3.195073333	5.98291	0.904998317	0.000421383
AT1G77530.1			O-methyltransferase family protein	GFP-BRC1	brc1 k.o.	2.72657	5.10485	0.90478	0.000421383
AT4G23510.1			Disease resistance protein (TIR-NBS-LRR class) family	GFP-BRC1	brc1 k.o.	1.69531	3.17301	0.904297	0.000421383
AT5G40240.2	UMAMIT40	Usually multiple acids move in and out Transporters 40	nodulin MtN21 /EamA-like transporter family protein	GFP-BRC1	brc1 k.o.	4.745985	8.87876	0.903650664	0.000421383
AT3G21330.1			basic helix-loop-helix (bHLH) DNA-binding superfamily protein	GFP-BRC1	brc1 k.o.	1.1119	2.07885	0.902764	0.000800238
AT1G11440.1				GFP-BRC1	brc1 k.o.	4.55604	8.51809	0.902751	0.000421383
AT1G51805.1			Leucine-rich repeat protein kinase family protein	GFP-BRC1	brc1 k.o.	8.34594	15.60345	0.902718597	0.000421383
AT1G79680.1	ATWAKL10		WALL ASSOCIATED KINASE (WAK)-LIKE 10	GFP-BRC1	brc1 k.o.	0.294015	0.549367	0.90188	0.0442872
AT5G25770.1			alpha/beta-Hydrolases superfamily protein	GFP-BRC1	brc1 k.o.	3.189393333	5.95727	0.901369318	0.000421383
AT1G66460.1			Protein kinase superfamily protein	GFP-BRC1	brc1 k.o.	0.505722	0.944218	0.900777	0.026412
AT2G23540.1			GDSL-like Lipase/Acylhydrolase superfamily protein	GFP-BRC1	brc1 k.o.	15.3183	28.5908	0.900292	0.000421383
AT5G57190.1	PSD2	phosphatidylserine decarboxylase 2	phosphatidylserine decarboxylase 2	GFP-BRC1	brc1 k.o.	1.88254	3.51301	0.900025	0.000421383
